category,text 
University,december 18 2016 smali code injection androjavauniversity post wanted demonstrate simple code injection example android indicated previous posts reversing java method code execution android whereas java byte code smali codes executor dalvik recently art android jvm post describe shortly reverse inject code smali main steps code injection decompile apk smali code find right place inject code use safe unsafe local variables inject recompile smali code apk generate signature key sign recompiled apk decompile apk smali code using tool named apk tool easily decompile apk elements actually apk zip compressed file contains manifest permissions activities services etc source codes compiled inside dex classes.dex resources images xml elements ui sounds etc libraries generally native ones meta-inf public key signature download apk tool link using following command get apk decompiled java -jar apktool.jar your_apk.apk find right place inject code successful decompilation folder generated beside apk folder named smali contains classes inside main dex file classes smali format use injecting code smali code like example put simple toast message setcontentview method activity making smali code use two methods use smali code instructions use link details trick write code separate android project make apk use apktool finding smali code injection code use safe unsafe local variables inject see example used v1 v2 v3 … smali code injection local variables android 16 registers purpose contains inside class variables v parameters p method injecting inside example oncreate two parameters p0 p1 bundle variables vs use vs purpose compromise vs. add extra locals file use safe variables use defined local variables without compromise variables recompile smali code apk injection correct use following command recompile injected code java -jar apktool.jar b the_decompiled_folder generate apk inside the_decompiled_folder/dist folder generate signature key sign recompiled apk android code injection reverse engineering smali currently candidate urmia university interested social network analysis big data mining nlp academical field well guitar nature android view posts previous post next post
Academic,november 30 2016 installing kali linux usb virtualbox academictutorial like play virtualbox post show install kali linux usb disk virtualbox run virtualbox directly bootable every change made virtualbox direct access stored usb accessed direct access virtualbox awesome use virtualbox want work beside another os also awesome want boot directly physical computer steps easy create virtual hard drive pointing usb install kali virtualbox usual disk ready requirements installing kali linux usb first download kali linux iso link next download install virtualbox link go ready fire create virtual hard drive going create virtual disk vmdk points physical drive data written physical drive virtualbox directly access create terminal command prompt administrative privileges go virtualbox installation directory linux mac necessary running windows step c \program files\oracle\virtualbox attach usb find physical driver number windows goto disk management find disk number example disk1 refers usb number 1 create virtual drive following command windows vboxmanage internalcommands createrawvmdk -filename `` c \users\ user_name \virtualbox vms\ vm_folder_name file_name .vmdk -rawdisk \\.\physicaldrive linux vboxmanage internalcommands createrawvmdk -filename `` /path/to/file .vmdk -rawdisk /dev/sda mac os x vboxmanage internalcommands createrawvmdk -filename `` /path/to/file .vmdk -rawdisk /dev/disk sign disk number step 4 credits go link install kali virtualbox step easy start virtualbox administrative privileges point attach created virtual disk new virtual machine start virtual machine ask attach kali iso attaching kali iso image every thing default installation kali screen shots installation may like boot real computer virtualbox kali penetration pentest usb virtualbox currently candidate urmia university interested social network analysis big data mining nlp academical field well guitar nature android view posts previous post next post
Tutorial,november 30 2016 installing kali linux usb virtualbox academictutorial like play virtualbox post show install kali linux usb disk virtualbox run virtualbox directly bootable every change made virtualbox direct access stored usb accessed direct access virtualbox awesome use virtualbox want work beside another os also awesome want boot directly physical computer steps easy create virtual hard drive pointing usb install kali virtualbox usual disk ready requirements installing kali linux usb first download kali linux iso link next download install virtualbox link go ready fire create virtual hard drive going create virtual disk vmdk points physical drive data written physical drive virtualbox directly access create terminal command prompt administrative privileges go virtualbox installation directory linux mac necessary running windows step c \program files\oracle\virtualbox attach usb find physical driver number windows goto disk management find disk number example disk1 refers usb number 1 create virtual drive following command windows vboxmanage internalcommands createrawvmdk -filename `` c \users\ user_name \virtualbox vms\ vm_folder_name file_name .vmdk -rawdisk \\.\physicaldrive linux vboxmanage internalcommands createrawvmdk -filename `` /path/to/file .vmdk -rawdisk /dev/sda mac os x vboxmanage internalcommands createrawvmdk -filename `` /path/to/file .vmdk -rawdisk /dev/disk sign disk number step 4 credits go link install kali virtualbox step easy start virtualbox administrative privileges point attach created virtual disk new virtual machine start virtual machine ask attach kali iso attaching kali iso image every thing default installation kali screen shots installation may like boot real computer virtualbox kali penetration pentest usb virtualbox currently candidate urmia university interested social network analysis big data mining nlp academical field well guitar nature android view posts previous post next post
Library,november 20 2016 lots computer ebooks librarypersonalprogramming library book management one favorite hobbies like categorize e books albums movies better contents profession recently two students managed lots ebooks going tell story electronic collection made 3 main steps crawling content purifying content add information content crawling content crawling elibrary content choose allitebooks.com date lots ebooks mohammad niazmandan alireza shams two students information retrieval course worked crawling downloading content crawling 6545 ebooks metadata downloaded total size ebooks 94.7 gb purifying content books turn purifying content calibre one favorite library managers open source free python based multi platform shot calibre purifying content firstly made simple html parser grab isbn tags allitebooks book detail pages add calibre library using command line calibredb add -- isbn isbn_of_the_book -- tags `` tag1 tag2 tag3 the_book.pdf add books isbn tags metadata calibre add information content till books added calibre pretty good meta data details appreciated thanks kovid goyal bulk metadata update feature calibre works nice sometimes problem file names specially title comes ++ etc common computers example learning c decided add ebooks isbn always works step update calibre auto meta data calibre ebooks elibrary currently candidate urmia university interested social network analysis big data mining nlp academical field well guitar nature android view posts previous post next post
Personal,november 20 2016 lots computer ebooks librarypersonalprogramming library book management one favorite hobbies like categorize e books albums movies better contents profession recently two students managed lots ebooks going tell story electronic collection made 3 main steps crawling content purifying content add information content crawling content crawling elibrary content choose allitebooks.com date lots ebooks mohammad niazmandan alireza shams two students information retrieval course worked crawling downloading content crawling 6545 ebooks metadata downloaded total size ebooks 94.7 gb purifying content books turn purifying content calibre one favorite library managers open source free python based multi platform shot calibre purifying content firstly made simple html parser grab isbn tags allitebooks book detail pages add calibre library using command line calibredb add -- isbn isbn_of_the_book -- tags `` tag1 tag2 tag3 the_book.pdf add books isbn tags metadata calibre add information content till books added calibre pretty good meta data details appreciated thanks kovid goyal bulk metadata update feature calibre works nice sometimes problem file names specially title comes ++ etc common computers example learning c decided add ebooks isbn always works step update calibre auto meta data calibre ebooks elibrary currently candidate urmia university interested social network analysis big data mining nlp academical field well guitar nature android view posts previous post next post
Programming,november 20 2016 lots computer ebooks librarypersonalprogramming library book management one favorite hobbies like categorize e books albums movies better contents profession recently two students managed lots ebooks going tell story electronic collection made 3 main steps crawling content purifying content add information content crawling content crawling elibrary content choose allitebooks.com date lots ebooks mohammad niazmandan alireza shams two students information retrieval course worked crawling downloading content crawling 6545 ebooks metadata downloaded total size ebooks 94.7 gb purifying content books turn purifying content calibre one favorite library managers open source free python based multi platform shot calibre purifying content firstly made simple html parser grab isbn tags allitebooks book detail pages add calibre library using command line calibredb add -- isbn isbn_of_the_book -- tags `` tag1 tag2 tag3 the_book.pdf add books isbn tags metadata calibre add information content till books added calibre pretty good meta data details appreciated thanks kovid goyal bulk metadata update feature calibre works nice sometimes problem file names specially title comes ++ etc common computers example learning c decided add ebooks isbn always works step update calibre auto meta data calibre ebooks elibrary currently candidate urmia university interested social network analysis big data mining nlp academical field well guitar nature android view posts previous post next post
Academic,november 6 2016 configuring latex xepersian texstudio academicuniversity may sometimes get bored ms word rarely libreoffice writer another document editor likely programming latex tutorial show install latex windows texstudio editor step step pictures configuring latex persian text steps download install miktex download install texstudio download install persian fonts start new document xepersian packages compile document xetex download install miktex first step download miktex main repository install system suggest install account choose default directories installation start installer may face error last steps right fix miktex fndb databases 4 files deleted installer fails delete delete manually folder changed default directories installation appdata \local\miktex\2.9\miktex\data\le removal execute miktex update appdata \programs\miktex 2.9\miktex\bin\x64\internal\miktex-update.exe miktex select packages needed updated update miktex installed successfully 🙂 download install texstudio among document editors prefer texstudio tested followings texmaker second best one notepad++ latex template good tutorial link lyx graphical latex editor find comparison tex editors steps install texstudio quiet easy installing run texstudio write first document work errors want use xepersian farsi text steps download install persian fonts fons started xb xb yas xb zar etc may download fonts want link provides good fonts download fonts want install windows fonts directory start new document xepersian packages start texstudio create new document basic commands xepersian \documentclass article \usespackage xepersian \settextfont xb niloofar \begin document سلام دنیا \end document click f6 compile command texstudio ask download permission extra packages compile document xetex downloading necessary packages may face another problem like xepersian uses xetex compile use following compiler texstudio tools commands xelatex compile correctly permanently change compiler options configure texstudio build tab xelatex default compiler everything ok happy xepersianning 🙂 latex miktex texstudio currently candidate urmia university interested social network analysis big data mining nlp academical field well guitar nature android view posts previous post next post
University,november 6 2016 configuring latex xepersian texstudio academicuniversity may sometimes get bored ms word rarely libreoffice writer another document editor likely programming latex tutorial show install latex windows texstudio editor step step pictures configuring latex persian text steps download install miktex download install texstudio download install persian fonts start new document xepersian packages compile document xetex download install miktex first step download miktex main repository install system suggest install account choose default directories installation start installer may face error last steps right fix miktex fndb databases 4 files deleted installer fails delete delete manually folder changed default directories installation appdata \local\miktex\2.9\miktex\data\le removal execute miktex update appdata \programs\miktex 2.9\miktex\bin\x64\internal\miktex-update.exe miktex select packages needed updated update miktex installed successfully 🙂 download install texstudio among document editors prefer texstudio tested followings texmaker second best one notepad++ latex template good tutorial link lyx graphical latex editor find comparison tex editors steps install texstudio quiet easy installing run texstudio write first document work errors want use xepersian farsi text steps download install persian fonts fons started xb xb yas xb zar etc may download fonts want link provides good fonts download fonts want install windows fonts directory start new document xepersian packages start texstudio create new document basic commands xepersian \documentclass article \usespackage xepersian \settextfont xb niloofar \begin document سلام دنیا \end document click f6 compile command texstudio ask download permission extra packages compile document xetex downloading necessary packages may face another problem like xepersian uses xetex compile use following compiler texstudio tools commands xelatex compile correctly permanently change compiler options configure texstudio build tab xelatex default compiler everything ok happy xepersianning 🙂 latex miktex texstudio currently candidate urmia university interested social network analysis big data mining nlp academical field well guitar nature android view posts previous post next post
Media,october 16 2016 turn tv media center mediapersonal may like collect watch movies tv series music archives store storage external hard drives nas … use software manage however scenario sounds good great ways turn home network full capable media center read learn configure change home network media center mentioned use software solutions ember media manager tiny movie manager movies musicbrainz picard music possible media sources home network may media sources nas network shared nas storage contains media shared folder windows nix shared folder containing media network stream streams media network usb media usb stick external hard usb sticks solution named osmc open source media center turns tv smart tv media center need raspberrypi visit link microsd card visit link usb stick hard drives buy everywhere probably nas visit link installing osmc firstly need download osmc installer os desired device case want install raspberrypi 2/3 link downloader os last release writing post put microsd pc run installer may follow video details great osmc installed recommended use wired network connect raspberrypi also work specific wireless dongles configure osmc insert osmc installed microsd card raspberrypi plug network cable raspberrypi connect tv raspberrypi hdmi plug raspberrypi power source see osmc tv screen first run takes times boot may configure first parameters default ssh enabled osmc time advanced configuration connect nas windows share mount nas folders temporary permanently temporary login ssh mount -t cifs -o username= share user password= share password //win_pc_ip/ share name /mnt example //win_pc_ip/ share name /mnt folder add video source /mnt folder osmc visit link permanently login ssh want mount permanently add following line osmc /etc/fstab //win_pc_ip/ share name /mnt cifs noauto x-systemd.automount username= share name password= share password uid=1000 gid=1000 iocharset=utf8 0 0 mount share /mnt time osmc boots previously added /mnt video source displayed videos osmc search folders movies download metadata using imdb sources connect usb connect usb osmc mount automatically aware icon appeared top right corner means enough power supply usb play network stream may stream videos network tutorial stream using vlc however prefer rtsp http playing using osmc following login osmc using ssh create txt file want suggest make /home/osmc/ example /home/osmc/live/stream.strm paste address stream save http //host port/path/stream mms //host port/path/stream rtsp //host port/path/stream add folder /home/osmc/live video source play .strm file osmc streaming video network 🙂 may check following sources information complete guide raspberrypi link also video tutorial lynda link media center osmc raspberrypi currently candidate urmia university interested social network analysis big data mining nlp academical field well guitar nature android view posts previous post next post
Personal,october 16 2016 turn tv media center mediapersonal may like collect watch movies tv series music archives store storage external hard drives nas … use software manage however scenario sounds good great ways turn home network full capable media center read learn configure change home network media center mentioned use software solutions ember media manager tiny movie manager movies musicbrainz picard music possible media sources home network may media sources nas network shared nas storage contains media shared folder windows nix shared folder containing media network stream streams media network usb media usb stick external hard usb sticks solution named osmc open source media center turns tv smart tv media center need raspberrypi visit link microsd card visit link usb stick hard drives buy everywhere probably nas visit link installing osmc firstly need download osmc installer os desired device case want install raspberrypi 2/3 link downloader os last release writing post put microsd pc run installer may follow video details great osmc installed recommended use wired network connect raspberrypi also work specific wireless dongles configure osmc insert osmc installed microsd card raspberrypi plug network cable raspberrypi connect tv raspberrypi hdmi plug raspberrypi power source see osmc tv screen first run takes times boot may configure first parameters default ssh enabled osmc time advanced configuration connect nas windows share mount nas folders temporary permanently temporary login ssh mount -t cifs -o username= share user password= share password //win_pc_ip/ share name /mnt example //win_pc_ip/ share name /mnt folder add video source /mnt folder osmc visit link permanently login ssh want mount permanently add following line osmc /etc/fstab //win_pc_ip/ share name /mnt cifs noauto x-systemd.automount username= share name password= share password uid=1000 gid=1000 iocharset=utf8 0 0 mount share /mnt time osmc boots previously added /mnt video source displayed videos osmc search folders movies download metadata using imdb sources connect usb connect usb osmc mount automatically aware icon appeared top right corner means enough power supply usb play network stream may stream videos network tutorial stream using vlc however prefer rtsp http playing using osmc following login osmc using ssh create txt file want suggest make /home/osmc/ example /home/osmc/live/stream.strm paste address stream save http //host port/path/stream mms //host port/path/stream rtsp //host port/path/stream add folder /home/osmc/live video source play .strm file osmc streaming video network 🙂 may check following sources information complete guide raspberrypi link also video tutorial lynda link media center osmc raspberrypi currently candidate urmia university interested social network analysis big data mining nlp academical field well guitar nature android view posts previous post next post
Academic,"october 14 2016 reversing java part iii academicandrojavaprogramming previous tutorials described simple java byte code structure stated reverse simple hello world java application tutorial describe remaining parts class file access flags next byte constant pool access flag first two bytes 00 21 shows class super+ public list access flags attached class super class next two bytes class 00 05 followed two bytes super class 00 06 means cp 05 class helloworld cp 06 super class java/lang/object may check previous article reversing java constant pool entries interfaces next two bytes interfaces count shows number interfaces implemented class thus simple hello world implement interfaces number interfaces 0 00 00 fields next two bytes fields count shows number fields used class thus simple hello world field number interfaces 0 00 00 note fields variables defined inside class structure accessible class members class test public string fieldstring `` simple field variable public test methods next two bytes shows methods count 00 02 two methods follows method info structure first method start analyze bytes first method 00 01 access flag public 00 07 name index cp 07 init 00 08 descriptor index cp 08 v means void 00 01 attribute count 1 attribute info 00 09 attribute name index cp 09 code 00 00 00 1d code length code attribute followed four bytes indicating code length thus java class maximum ff ff ff ff 4,294,967,295 lines code 29 00 01 maximum stack depth 1 00 01 maximum local variables 1 00 00 00 05 code length 5 byte codes next 5 bytes 2a b7 00 01 b1 check java bytecode instruction listings byte codes table 2a aload_0 b7 00 01 invokespecial cp 01 invokespecial java/lang/object/ init v b1 return next linenumbertable attribute parsed 00 00 00 01 1 line table 00 0a name index cp 10 linenumbertable 00 00 00 06 attribute length 6 00 01 line number table lenght 1 00 00 start pc 0 00 01 line number 1 second method 00 09 attribute name index cp 09 code 00 0b name cp 11 main 00 0c descriptor cp 12 ljava/lang/string v 00 01 access flag public static 00 09 attribute name index cp 9 code 00 00 00 25 code length 37 00 02 maximum stack depth 2 00 01 maximum local variables 1 00 00 00 09 code length 9 byte codes next 9 bytes b2 00 02 12 03 b6 00 04 b1 check link byte codes table getstatic cp 2 java/lang/system/out ljava/io/printstream ldc cp 3 hello world invokevirtual cp 4 java/io/printstream/println ljava/lang/string v return 00 00 00 01 1 line table 00 0a name index cp 10 linenumbertable 00 00 00 0a attribute length 10 00 02 line number table lenght 2 number 1 00 00 start pc 0 00 03 line number 3 number 2 00 08 start pc 8 00 04 line number 4 attributes remaining bytes attributes class file first two bytes attributes count obviously 1 00 01 00 0d attribute name index cp 13 sourcefile 00 00 00 02 length 2 00 0e source file name index cp 14 helloworld.java last two bytes 00 0e cp 14 shws source file compiled class file conclusion simple java hello world example compiled reversed 3 part tutorial may use external tools view edit class files useful tools jd-gui java bytecode editor also class file attached hello world.class java reverse engineering currently candidate urmia university interested social network analysis big data mining nlp academical field well guitar nature android view posts previous post next post"
AndroJava,"october 14 2016 reversing java part iii academicandrojavaprogramming previous tutorials described simple java byte code structure stated reverse simple hello world java application tutorial describe remaining parts class file access flags next byte constant pool access flag first two bytes 00 21 shows class super+ public list access flags attached class super class next two bytes class 00 05 followed two bytes super class 00 06 means cp 05 class helloworld cp 06 super class java/lang/object may check previous article reversing java constant pool entries interfaces next two bytes interfaces count shows number interfaces implemented class thus simple hello world implement interfaces number interfaces 0 00 00 fields next two bytes fields count shows number fields used class thus simple hello world field number interfaces 0 00 00 note fields variables defined inside class structure accessible class members class test public string fieldstring `` simple field variable public test methods next two bytes shows methods count 00 02 two methods follows method info structure first method start analyze bytes first method 00 01 access flag public 00 07 name index cp 07 init 00 08 descriptor index cp 08 v means void 00 01 attribute count 1 attribute info 00 09 attribute name index cp 09 code 00 00 00 1d code length code attribute followed four bytes indicating code length thus java class maximum ff ff ff ff 4,294,967,295 lines code 29 00 01 maximum stack depth 1 00 01 maximum local variables 1 00 00 00 05 code length 5 byte codes next 5 bytes 2a b7 00 01 b1 check java bytecode instruction listings byte codes table 2a aload_0 b7 00 01 invokespecial cp 01 invokespecial java/lang/object/ init v b1 return next linenumbertable attribute parsed 00 00 00 01 1 line table 00 0a name index cp 10 linenumbertable 00 00 00 06 attribute length 6 00 01 line number table lenght 1 00 00 start pc 0 00 01 line number 1 second method 00 09 attribute name index cp 09 code 00 0b name cp 11 main 00 0c descriptor cp 12 ljava/lang/string v 00 01 access flag public static 00 09 attribute name index cp 9 code 00 00 00 25 code length 37 00 02 maximum stack depth 2 00 01 maximum local variables 1 00 00 00 09 code length 9 byte codes next 9 bytes b2 00 02 12 03 b6 00 04 b1 check link byte codes table getstatic cp 2 java/lang/system/out ljava/io/printstream ldc cp 3 hello world invokevirtual cp 4 java/io/printstream/println ljava/lang/string v return 00 00 00 01 1 line table 00 0a name index cp 10 linenumbertable 00 00 00 0a attribute length 10 00 02 line number table lenght 2 number 1 00 00 start pc 0 00 03 line number 3 number 2 00 08 start pc 8 00 04 line number 4 attributes remaining bytes attributes class file first two bytes attributes count obviously 1 00 01 00 0d attribute name index cp 13 sourcefile 00 00 00 02 length 2 00 0e source file name index cp 14 helloworld.java last two bytes 00 0e cp 14 shws source file compiled class file conclusion simple java hello world example compiled reversed 3 part tutorial may use external tools view edit class files useful tools jd-gui java bytecode editor also class file attached hello world.class java reverse engineering currently candidate urmia university interested social network analysis big data mining nlp academical field well guitar nature android view posts previous post next post"
Programming,"october 14 2016 reversing java part iii academicandrojavaprogramming previous tutorials described simple java byte code structure stated reverse simple hello world java application tutorial describe remaining parts class file access flags next byte constant pool access flag first two bytes 00 21 shows class super+ public list access flags attached class super class next two bytes class 00 05 followed two bytes super class 00 06 means cp 05 class helloworld cp 06 super class java/lang/object may check previous article reversing java constant pool entries interfaces next two bytes interfaces count shows number interfaces implemented class thus simple hello world implement interfaces number interfaces 0 00 00 fields next two bytes fields count shows number fields used class thus simple hello world field number interfaces 0 00 00 note fields variables defined inside class structure accessible class members class test public string fieldstring `` simple field variable public test methods next two bytes shows methods count 00 02 two methods follows method info structure first method start analyze bytes first method 00 01 access flag public 00 07 name index cp 07 init 00 08 descriptor index cp 08 v means void 00 01 attribute count 1 attribute info 00 09 attribute name index cp 09 code 00 00 00 1d code length code attribute followed four bytes indicating code length thus java class maximum ff ff ff ff 4,294,967,295 lines code 29 00 01 maximum stack depth 1 00 01 maximum local variables 1 00 00 00 05 code length 5 byte codes next 5 bytes 2a b7 00 01 b1 check java bytecode instruction listings byte codes table 2a aload_0 b7 00 01 invokespecial cp 01 invokespecial java/lang/object/ init v b1 return next linenumbertable attribute parsed 00 00 00 01 1 line table 00 0a name index cp 10 linenumbertable 00 00 00 06 attribute length 6 00 01 line number table lenght 1 00 00 start pc 0 00 01 line number 1 second method 00 09 attribute name index cp 09 code 00 0b name cp 11 main 00 0c descriptor cp 12 ljava/lang/string v 00 01 access flag public static 00 09 attribute name index cp 9 code 00 00 00 25 code length 37 00 02 maximum stack depth 2 00 01 maximum local variables 1 00 00 00 09 code length 9 byte codes next 9 bytes b2 00 02 12 03 b6 00 04 b1 check link byte codes table getstatic cp 2 java/lang/system/out ljava/io/printstream ldc cp 3 hello world invokevirtual cp 4 java/io/printstream/println ljava/lang/string v return 00 00 00 01 1 line table 00 0a name index cp 10 linenumbertable 00 00 00 0a attribute length 10 00 02 line number table lenght 2 number 1 00 00 start pc 0 00 03 line number 3 number 2 00 08 start pc 8 00 04 line number 4 attributes remaining bytes attributes class file first two bytes attributes count obviously 1 00 01 00 0d attribute name index cp 13 sourcefile 00 00 00 02 length 2 00 0e source file name index cp 14 helloworld.java last two bytes 00 0e cp 14 shws source file compiled class file conclusion simple java hello world example compiled reversed 3 part tutorial may use external tools view edit class files useful tools jd-gui java bytecode editor also class file attached hello world.class java reverse engineering currently candidate urmia university interested social network analysis big data mining nlp academical field well guitar nature android view posts previous post next post"
Personal,september 28 2016 support urmia lake personalurmia urmia lake may support urmia lake campaign signing following petition sign link urmia urmia lake currently candidate urmia university interested social network analysis big data mining nlp academical field well guitar nature android view posts previous post next post
Urmia,september 28 2016 support urmia lake personalurmia urmia lake may support urmia lake campaign signing following petition sign link urmia urmia lake currently candidate urmia university interested social network analysis big data mining nlp academical field well guitar nature android view posts previous post next post
Academic,september 18 2016 reversing java part ii academicandrojavaprogramming reversing java part described main structure java class file bytes part continue decompiling helloworld example bytes compiled class files inserted analyzed till constant pool constant pool entry following structure cp_info u1 tag u1 info tag indicates type constant following constant info length info depends tag type list allowed tags constant type value constant_class 7 constant_fieldref 9 constant_methodref 10 constant_interfacemethodref 11 constant_string 8 constant_integer 3 constant_float 4 constant_long 5 constant_double 6 constant_nameandtype 12 constant_utf8 1 constant pool 1 28 constant pool cp cp 1 tag 0a constant_methodref info method ref contains four bytes method two bytes class name two bytes name type class name 00 06 cp 6 name type 00 0f cp 15 cp 2 tag 09 constant_fieldref info part like class ref class name 00 10 cp 16 name type 00 11 cp 17 cp 3 tag 08 constant_string info part reference string two bytes 00 12 means real string cp 18 cp 4 tag 0a constant_methodref class name 00 13 cp 19 name type 00 14 cp 20 cp 5 tag 07 constant_class info part two bytes indicating class 00 15 cp 21 cp 6 tag 07 constant_class 00 16 cp 22 cp 7 tag 01 constant_utf8 info part two bytes indicating string length remaining length bytes string encoded utf8 00 06 string 6 bytes next 6 bytes 3c 69 6e 69 74 3e init cp 8 tag 01 constant_utf8 length 00 03 3 string 28 29 56 v cp 9 tag 01 constant_utf8 length 00 04 4 string 43 6f 64 65 code cp 10 tag 01 constant_utf8 length 00 0f 15 string 4c 69 6e 65 4e 75 6d 62 65 72 54 61 62 6c 65 linenumbertable cp 11 tag 01 constant_utf8 length 00 04 4 string 6d 61 69 6e main cp 12 tag 01 constant_utf8 length 00 16 22 string 28 5b 4c 6a 61 76 61 2f 6c 61 6e 67 2f 53 74 72 69 6e 67 3b 29 56 ljava/lang/string v cp 13 tag 01 constant_utf8 length 00 0a 10 string 53 6f 75 72 63 65 46 69 6c 65 sourcefile cp 14 tag 01 constant_utf8 length 00 0f 15 string 48 65 6c 6c 6f 57 6f 72 6c 64 2e 6a 61 76 61 helloworld.java cp 15 tag 0c constant_nameandtype info four bytes two name two descriptor name 00 07 cp 07 descriptor 00 08 cp 08 cp 16 tag 07 constant_classinfo class name 00 17 cp 23 cp 17 tag 0c constant_nameandtype name 00 18 cp 24 descriptor 00 19 cp 25 cp 18 tag 01 constant_utf8 length 00 0c 12 string 48 65 6c 6c 6f 20 57 6f 72 6c 64 21 hello world cp 19 tag 07 constant_classinfo class name 00 1a cp 26 cp 20 tag 0c constant_nameandtype name 00 1b cp 27 descriptor 00 1c cp 28 cp 21 tag 01 constant_utf8 length 00 0a 10 string 48 65 6c 6c 6f 57 6f 72 6c 64 helloworld cp 22 tag 01 constant_utf8 length 00 10 16 string 01 20 10 6a 61 76 61 2f 6c 61 6e 67 2f 53 79 73 java/lang/object cp 23 tag 01 constant_utf8 length 00 10 16 string 6a 61 76 61 2f 6c 61 6e 67 2f 53 79 73 74 65 6d java/lang/system cp 24 tag 01 constant_utf8 length 00 03 03 string 6f 75 74 cp 25 tag 01 constant_utf8 length 00 15 21 string 4c 6a 61 76 61 2f 69 6f 2f 50 72 69 6e 74 53 74 72 65 61 6d 3b ljava/io/printstream cp 26 tag 01 constant_utf8 length 00 13 19 string 6a 61 76 61 2f 69 6f 2f 50 72 69 6e 74 53 74 72 65 61 6d java/io/printstream cp 27 tag 01 constant_utf8 length 00 07 07 string 70 72 69 6e 74 6c 6e println cp 28 tag 01 constant_utf8 length 00 15 21 string 28 4c 6a 61 76 61 2f 6c 61 6e 67 2f 53 74 72 69 6e 67 3b 29 56 ljava/lang/string v fields constant fields simple java class remaining bytes discussed next tutorial information may refer 1 https //docs.oracle.com/javase/specs/jvms/se8/jvms8.pdf 2 https //docs.oracle.com/javase/specs/jvms/se7/jvms7.pdf 3 http //se.inf.ethz.ch/old/teaching/ss2007/0284/slides/lect9-2.pdf read rest article reversing-java-part-iii java reverse engineering tutorial currently candidate urmia university interested social network analysis big data mining nlp academical field well guitar nature android view posts previous post next post
